DTXSID,PREFERRED NAME,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,ToxCast Active,ToxCast Total,% ToxCast Active,HIT CALL,TOP,SCALED TOP,AC50,LOGAC50
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5057628,Dimorpholamine,119-48-2,C20H38N4O4,398.289306,12,156,8.0,Inactive,1.3073699108083346e-9,6.186636378362493E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5057836,Sancycline,808-26-4,C21H22N2O7,414.142701,13,156,8.0,Inactive,5.3113145428801645e-11,2.5133798396501003E-12,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5057709,Tizoprolic acid,30709-69-4,C7H9NO2S,171.035400,0,156,0.0,Inactive,5.7546390922916215,0.27231665084525286,0.00004999793089732466,-4.301047968033338
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5057751,Bamipine,4945-47-5,C19H24N2,280.193949,9,156,6.0,Inactive,1.8986253545040098e-10,8.984530384207316E-12,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5057701,Arimoclomol,289893-25-0,C14H20ClN3O3,313.119319,0,156,0.0,Inactive,1.830872260080495e-11,8.663914347964E-13,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5057670,Prucalopride,179474-81-8,C18H26ClN3O3,367.166269,0,156,0.0,Inactive,1.1436934718719107e-10,5.4120991926482965E-12,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5057838,1-(4-Fluorobenzyl)-1H-benzimidazol-2-amine,83783-69-1,C14H12FN3,241.101526,26,156,17.0,Inactive,6.290950500561582,0.29769557108124245,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5057674,3-Trifluoromethylisobutyranilide,1939-27-1,C11H12F3NO,231.087098,2,156,1.0,Inactive,4.705677573124352,0.22267849227718398,38.016497402070044,1.5799721012452028
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5057676,Variotin,19504-77-9,C17H25NO3,291.183444,0,156,0.0,Inactive,4.784496899166075,0.22640832042892906,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5057757,"3-(2-Chloroethyl)quinazoline-2,4(1H,3H)-dione",5081-87-8,C10H9ClN2O2,224.035255,0,156,0.0,Inactive,1.691693009015491,0.0800530089003332,0.0014840831197517669,-2.8285417746374373
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5057705,Medazomide,300-22-1,C6H9N3O2,155.069477,0,156,0.0,Inactive,4.9168058695590915,0.2326693448157533,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5057759,Dimenoxadol,509-78-4,C20H25NO3,327.183444,5,156,3.0,Inactive,1.2259177756013661e-8,5.801194784058731E-10,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5057830,Isoaminile,77-51-0,C16H24N2,244.193949,0,156,0.0,Inactive,1.8517692341489926,0.0876280141802815,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5057707,3-Bromo-2-methylthiophene,30319-05-2,C5H5BrS,175.929534,0,156,0.0,Inactive,4.281300977644571,0.20259646605021098,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020014,Dehydroacetic acid,520-45-6,C8H8O4,168.042259,1,352,0.0,Inactive,4.810266040637975,0.22762774812686848,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020062,2-Amino-4-nitrophenol,99-57-0,C6H6N2O3,154.037842,54,436,12.0,Inactive,1.369267895807797e-9,6.479545311464863E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020064,4-Amino-2-nitrophenol,119-34-6,C6H6N2O3,154.037842,24,321,7.0,Inactive,0.41669579507593485,0.01971856123668581,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020066,"2-Amino-5-nitro-1,3-thiazole",121-66-4,C3H3N3O2S,144.994598,27,437,6.0,Inactive,1.773194091884844,0.08390974110739251,0.0025372450064230717,-2.595637593558733
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020141,"2,3-Benzofuran",271-89-6,C8H6O,118.041865,3,595,1.0,Inactive,0.8707095807176187,0.041203056017449474,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020068,2-Aminoanthraquinone,117-79-3,C14H9NO2,223.063329,109,640,17.0,Inactive,0.8924063398105033,0.042229773536239655,0.00010000035549499967,-3.999998456107577
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020222,N-Butylurea,592-31-4,C5H12N2O,116.094963,5,316,2.0,Inactive,1.068897854241124,0.05058157064141903,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020147,"1,2,3-Benzotriazole",95-14-7,C6H5N3,119.048347,7,597,1.0,Inactive,1.4299807055835636,0.06766845848586085,0.010102846844127412,-1.99555623072398
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020149,Benzoyl hydrazine,613-94-5,C7H8N2O,136.063663,9,234,4.0,Inactive,3.6417541657811104e-9,1.723323186254482E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020220,tert-Butylhydroquinone,1948-33-0,C10H14O2,166.099380,189,717,26.0,Inactive,2.1940938336961313e-10,1.0382723831155481E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020199,Bromoethane,74-96-4,C2H5Br,107.957463,0,234,0.0,Inactive,1.5410578718751835,0.07292476760009059,0.00010075093966831589,-3.996750894657212
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020193,HC Blue 2,33229-34-4,C12H19N3O5,285.132471,44,324,14.0,Inactive,2.4363855532111205,0.11529278263634835,0.01079418566630749,-1.966810116087431
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020145,"1,4-Benzoquinone",106-51-4,C6H4O2,108.021129,111,437,25.0,Inactive,1.8503958144614816,0.0875630222592401,0.15560617560680148,-0.807973170979144
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020143,Benzoic acid,65-85-0,C7H6O2,122.036779,5,601,1.0,Inactive,2.239904990595921,0.10599507900811693,0.007982528279261141,-2.0978595342347672
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020224,gamma-Butyrolactone,96-48-0,C4H6O2,86.036779,20,579,3.0,Inactive,3.094380692891862,0.14642992778769776,0.005106915804225114,-2.2918413021330744
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020307,Chloromethyl methyl ether,107-30-2,C2H5ClO,80.002893,12,378,3.0,Inactive,3.863588100750891e-10,1.8282977524192177E-11,14.999999999999998,1.1760912590556811
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020274,Chlormadinone acetate,302-22-7,C23H29ClO4,404.175437,62,234,26.0,Inactive,1.8471931845155356e-11,8.741146984269586E-13,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020359,Cyclohexanone,108-94-1,C6H10O,98.073165,5,584,1.0,Inactive,6.331048628459778,0.2995930641679988,7.937006073592495,0.8996567126385948
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020276,3-Chloro-4-(dichloromethyl)-5-hydroxy-2(5H)-furanone,77439-76-0,C5H3Cl3O3,215.914777,75,234,32.0,Inactive,1.27077876902363,0.06013482562430545,0.9055506614294282,-0.043087247874738555
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020430,"1,2-Dichlorobenzene",95-50-1,C6H4Cl2,145.969006,6,576,1.0,Inactive,2.3200810092026174,0.10978910753274293,3.8956746238990307,0.5905826764031217
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020278,"1-Chloro-2,4-dinitrobenzene",97-00-7,C6H3ClN2O4,201.978134,170,360,47.0,Inactive,5.468183396767338,0.25876121246420636,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020357,Cyclocytidine,31698-14-3,C9H11N3O4,225.074956,20,331,6.0,Inactive,2.5332210082063593,0.11987515632902741,0.005185020483120096,-2.285249523616607
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020561,Endrin,72-20-8,C12H8Cl6O,377.870631,126,636,20.0,Inactive,2.5171508249329607e-9,1.1911469534836517E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020432,"3,3'-Dichlorobenzidine",91-94-1,C12H10Cl2N2,252.022104,75,234,32.0,Inactive,2.2379724827968095e-9,1.0590363034502158E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020515,"N,N-Dimethylformamide",68-12-2,C3H7NO,73.052764,3,590,1.0,Inactive,4.502083863753051,0.2130441857325009,7.937009106732304,0.8996568786049072
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020434,"(2E)-1,4-Dichlorobut-2-ene",110-57-6,C4H6Cl2,123.984656,2,234,1.0,Inactive,2.768455415432243,0.13100673989351672,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020438,"1,2-Dichloroethane",107-06-2,C2H4Cl2,97.969005,1,317,0.0,Inactive,1.974529881394244e-9,9.343720008704007E-11,35.00000000000001,1.5440680443502757
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020480,Dimethoxane,828-00-2,C8H14O4,174.089209,15,574,3.0,Inactive,1.9218451900890328,0.09094409522729847,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020484,"3,3'-Dimethoxybenzidine-4,4'-diisocyanate",91-93-0,C16H12N2O4,296.079707,2,234,1.0,Inactive,1.8165152678813379,0.08595975282295697,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020569,"1,2-Epoxybutane",106-88-7,C4H8O,72.057515,3,323,1.0,Inactive,0.5244039670961086,0.024815445368392138,35.00000000000001,1.5440680443502757
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020771,Ketoprofen,22071-15-4,C16H14O3,254.094294,2,234,1.0,Inactive,6.31195630262515,0.29868959165742964,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020779,Lithocholic acid,434-13-9,C24H40O3,376.297745,106,328,32.0,Active,54.53485084053385,2.5806567009792634,5.218976241516741,0.7175853198097307
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020694,Hexamethylphosphoramide,680-31-9,C6H18N3OP,179.118749,5,322,2.0,Inactive,2.3455430368787254e-12,1.1099400222540482E-13,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020696,Hexanamide,628-02-4,C6H13NO,115.099714,1,234,0.0,Inactive,1.489350242426241,0.07047789851779752,0.0001000000323362775,-3.999999859565354
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020721,3-Hydroxy-4-butyrophenetidide,1083-57-4,C12H17NO3,223.120843,1,316,0.0,Inactive,1.6426389799128913,0.07773171147377889,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020802,Melamine,108-78-1,C3H6N6,126.065394,0,234,0.0,Inactive,2.9429547406563885,0.13926426413746937,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020690,Hexachlorophene,70-30-4,C13H6Cl6O2,403.849896,324,546,59.0,Active,32.98277346621062,1.5607857003469205,74.82440179651226,1.8740432534439058
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020646,Furan,110-00-9,C4H4O,68.026215,0,234,0.0,Inactive,2.374657791828163,0.11237174849773515,35.00000000000001,1.5440680443502757
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020692,Methenamine,100-97-0,C6H12N4,140.106196,2,572,0.0,Inactive,1.893442829892137,0.08960006035719177,0.00010000016515069435,-3.99999928276024
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020648,Furosemide,54-31-9,C12H11ClN2O5S,330.007720,2,321,1.0,Inactive,3.2719913410476016,0.154834683687162,3.968502893974067,0.5986267013448193
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020804,Melphalan,148-82-3,C13H18Cl2N2O2,304.074533,47,234,20.0,Inactive,2.073272017795376e-9,9.810980030589298E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020856,N-Methyl-2-pyrrolidone,872-50-4,C5H9NO,99.068414,6,598,1.0,Inactive,1.4999190675801497,0.0709780284170186,0.06015318567660995,-1.2207413677399812
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020933,Nicotinic acid hydrazide,553-53-7,C6H7N3O,137.058912,3,234,1.0,Inactive,1.2912633998915486,0.06110418373387396,0.00010000006364595094,-3.999999723589235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020939,Nitrilotriacetic acid,139-13-9,C6H9NO6,191.042987,12,616,2.0,Inactive,7.375936811788075,0.3490384674380121,35.00000000000001,1.5440680443502757
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020983,1-Nitropyrene,5522-43-0,C16H9NO2,247.063329,27,246,11.0,Inactive,3.1356891112491935e-10,1.4838469331832003E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020981,2-Nitropropane,79-46-9,C3H7NO2,89.047678,0,320,0.0,Inactive,3.319378905206654,0.15707712192812714,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020985,8-Nitroquinoline,607-35-2,C9H6N2O2,174.042927,4,234,2.0,Inactive,2.152636522463627,0.10186542698562695,0.0033663681731777857,-2.472838387814906
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021030,N-Nitrosodiphenylamine,86-30-6,C12H10N2O,198.079313,38,585,6.0,Inactive,2.2042619221730062e-9,1.0430840485477553E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021080,Omeprazole,73590-58-6,C17H19N3O3S,345.114713,55,234,24.0,Inactive,2.983795514226197,0.1411969001374154,0.006369347816796274,-2.1959050345511635
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021117,Phenazone,60-80-0,C11H12N2O,188.094963,0,319,0.0,Inactive,3.06806227291813,0.14518450755059104,3.9685037596173367,0.5986267960767785
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021036,N-Nitroso-N-methylethylamine,10595-95-6,C3H8N2O,88.063663,0,234,0.0,Inactive,5.0260367648912085,0.2378382861009704,7.937016043876844,0.8996572581889845
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021086,Oxamyl,23135-22-0,C7H13N3O3S,219.067762,26,677,4.0,Inactive,5.158570105459713,0.24410992796245443,7.93700646866384,0.8996567342559778
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021294,"2,5-Dihydrothiophene 1,1-dioxide",77-79-2,C4H6O2S,118.008851,0,319,0.0,Inactive,1.1648117805468943e-9,5.5120336454898504E-11,35.00000000000001,1.5440680443502757
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021371,Triamcinolone acetonide,76-25-5,C24H31FO6,434.210467,15,321,5.0,Inactive,5.003508179035508e-10,2.3677220550927495E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021244,Rifampicin,13292-46-1,C43H58N4O12,822.405123,95,635,15.0,Inactive,4.920179986968351e-9,2.328290122315047E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021373,Triamterene,396-01-0,C12H11N7,253.107593,62,246,25.0,Active,154.36568989210403,7.304775677964348,19.31655442690164,1.285929662098388
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021375,Tricaprylin,538-23-8,C27H50O6,470.360739,1,322,0.0,Inactive,4.6643397486414475,0.22072233521227053,7.937028330697575,0.8996579304938259
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021296,Suxibuzone,27470-51-5,C24H26N2O6,438.179087,3,319,1.0,Inactive,1.5464557065031157e-11,7.318019982166361E-13,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021248,Rotenone,83-79-4,C23H22O6,394.141638,318,768,41.0,Inactive,4.26682825600504e-11,2.0191159893304074E-12,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021290,Sulfamethazine,57-68-1,C12H14N4O2S,278.083747,2,340,1.0,Inactive,3.5161712329646986,0.16638957866914084,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021032,N-Nitrosodi-n-propylamine,621-64-7,C6H14N2O,130.110613,5,621,1.0,Inactive,3.5601251329585177,0.1684695316680938,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021165,Piperidine,110-89-4,C5H11N,85.089149,1,234,0.0,Inactive,1.6933279797366054,0.080130377740301,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021292,Sulfisoxazole,127-69-5,C11H13N3O3S,267.067762,1,359,0.0,Inactive,1.6206668359088339,0.07669196239983794,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021240,Retinol acetate,127-47-9,C22H32O2,328.240230,61,372,16.0,Inactive,9.552577496521986e-10,4.5203980111925544E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021377,"1,1,2-Trichloro-1,2,2-trifluoroethane",76-13-1,C2Cl3F3,185.901768,0,234,0.0,Inactive,0.8298257927224788,0.039268384521609356,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021404,"1,1,3-Trimethyl-2-thiourea",2489-77-2,C4H10N2S,118.056470,6,322,2.0,Inactive,2.5097113689273417e-9,1.1876265107398585E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021408,Triphenyltin acetate,900-95-8,C20H18O2Sn,410.032882,162,234,69.0,Inactive,29.782341419352743,1.4093372911103492,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021379,"2,4,6-Trichloroaniline",634-93-5,C6H4Cl3N,194.940932,7,234,3.0,Inactive,6.94694271621065,0.32873793538613816,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021402,"1,2,4-Trimethylbenzene",95-63-6,C9H12,120.093900,1,580,0.0,Inactive,0.48352934436173006,0.022881207584045413,35.00000000000001,1.5440680443502757
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021795,Xanthone,90-47-1,C13H8O2,196.052429,19,431,4.0,Inactive,5.479609703790534,0.25930191946775316,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021458,HC Yellow 4,59820-43-8,C10H14N2O5,242.090272,20,234,9.0,Inactive,1.7942607831037798,0.08490664303384281,0.0003234224195532915,-3.490229878211927
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021583,"2,3-Butanedione",431-03-8,C4H6O2,86.036779,5,317,2.0,Inactive,1.394927460106305e-8,6.600969548499605E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021660,Tetrachlorocyclopropene,6262-42-6,C3Cl4,175.875411,0,234,0.0,Inactive,0.4516152300655438,0.021370992159507086,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021666,Tetradecanoic acid,544-63-8,C14H28O2,228.208930,19,361,5.0,Inactive,2.4766496924941415e-10,1.1719813158749391E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021585,"2,2-Dimethylpentanedioic acid",681-57-2,C7H12O4,160.073559,2,234,1.0,Inactive,4.4666039543228475,0.2113652324648202,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021741,1-Pentanol,71-41-0,C5H12O,88.088815,0,234,0.0,Inactive,5.118203848372361,0.2421997466703017,7.93701777963237,0.8996573531653533
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021581,"2,2-Dimethylbutanedioic acid",597-43-3,C6H10O4,146.057909,0,234,0.0,Inactive,1.9660530012263626,0.09303606361611418,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021610,3-Hydroxybenzoic acid,99-06-9,C7H6O3,138.031694,0,234,0.0,Inactive,1.8438988844469075,0.08725557948238297,0.22055978420586272,-0.6564736718127329
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021668,Tribromoacetic acid,75-96-7,C2HBr3O2,293.752668,5,234,2.0,Inactive,4.105904796726741,0.19429650148378477,7.956338697714488,0.9007132625642025
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021618,4-Methylbenzoic acid,99-94-5,C8H8O2,136.052429,4,234,2.0,Inactive,0.2300661109341055,0.010887013381341192,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021793,1-Naphthol,90-15-3,C10H8O,144.057515,52,491,11.0,Inactive,3.2075853269594177,0.1517869113126477,7.937006176109749,0.8996567182481
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021799,"N,N-Diethylcyclohexylamine",91-65-6,C10H21N,155.167400,0,318,0.0,Inactive,4.2556741867357815,0.20138377455726555,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021820,3-Pentanone,96-22-0,C5H10O,86.073165,0,234,0.0,Inactive,6.589257817663872e-10,3.118118428774602E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021822,"N,N-Diisopropylaminoethanol",96-80-0,C8H19NO,145.146664,0,316,0.0,Inactive,4.797408436285431,0.2270193103605682,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021907,Propanedinitrile,109-77-3,C3H2N2,66.021798,32,359,9.0,Inactive,2.8395988373528146e-9,1.3437333475313732E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021909,Diethylamine,109-89-7,C4H11N,73.089149,3,234,1.0,Inactive,2.7955273790216584e-9,1.322878187480272E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021953,Fensulfothion,115-90-2,C11H17O4PS2,308.030588,8,440,2.0,Inactive,5.396254709522341e-10,2.5535745787662662E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021824,Dichlorophen,97-23-4,C13H10Cl2O2,268.005785,172,400,43.0,Inactive,3.6158670472420646,0.17110730810653835,3.968506039342705,0.5986270455591838
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021872,4-Methylbenzenamine,106-49-0,C7H9N,107.073499,15,591,3.0,Inactive,0.9726407354250853,0.04602656453319776,35.00000000000001,1.5440680443502757
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021957,Phenyl salicylate,118-55-8,C13H10O3,214.062994,7,356,2.0,Inactive,4.820750839858775,0.2281239018148413,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021874,1-Bromopropane,106-94-5,C3H7Br,121.973113,0,234,0.0,Inactive,1.259678041541661,0.05960952544798599,35.00000000000001,1.5440680443502757
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021959,"2,4,6-Tribromophenol",118-79-6,C6H3Br3O,327.773404,79,476,17.0,Inactive,5.529814840411224e-9,2.6167768872808575E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021828,Acetophenone,98-86-2,C8H8O,120.057515,3,583,1.0,Inactive,4.101631499198188,0.19409428375086044,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021901,Propyl acetate,109-60-4,C5H10O2,102.068080,0,234,0.0,Inactive,3.360113212111239,0.1590047197935811,4.2366569408262436,0.627023298851574
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6022006,Hexyl acetate,142-92-7,C8H16O2,144.115030,13,326,4.0,Inactive,0.3577926408873395,0.016931191009707382,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6022187,"2,3,6-Trimethylphenol",2416-94-6,C9H12O,136.088815,15,599,3.0,Inactive,1.8713935578002963,0.08855666148658863,1.3510428978704732,0.13066913881674344
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6022000,Ethanolamine,141-43-5,C2H7NO,61.052764,3,633,0.0,Inactive,1.1922681683913927,0.05641960674139438,0.923831271320762,-0.03440734114533796
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6022056,"1,3-Dichlorobenzene",541-73-1,C6H4Cl2,145.969006,18,580,3.0,Inactive,3.027697693893622,0.14327440566645092,0.22815369698609528,-0.6417724895577572
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6022131,Diphenyl disulfide,882-33-7,C12H10S2,218.022393,18,234,8.0,Inactive,4.880486769452733e-11,2.3095068000566555E-12,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6022218,Isopropyl methacrylate,4655-34-9,C7H12O2,128.083730,0,234,0.0,Inactive,2.4363478612650042,0.11529099900676436,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6022004,"1,3-Dichloropropane",142-28-9,C3H6Cl2,111.984656,1,321,0.0,Inactive,0.7483487399884484,0.035412789450322675,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6022008,1-Nonanol,143-08-8,C9H20O,144.151415,1,355,0.0,Inactive,1.5421364237351598,0.07297580601024303,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6022391,Apigenin,520-36-5,C15H10O5,270.052823,155,411,38.0,Inactive,3.738586470021495e-10,1.7691454322050433E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6022137,(Z)-3-Hexen-1-ol,928-96-1,C6H12O,100.088815,2,352,1.0,Inactive,0.42730250106449846,0.02022048370393053,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6022050,2-Tolunitrile,529-19-1,C8H7N,117.057849,0,234,0.0,Inactive,1.3491178613079092e-10,6.3841928519722095E-12,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6022393,"3-(4-Hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one",60-82-2,C15H14O5,274.084124,43,234,18.0,Inactive,1.570229068538945e-9,7.430518476426418E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6022341,Prometon,1610-18-0,C10H19N5O,225.158960,40,664,6.0,Inactive,5.8190490536727015,0.275364610010557,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6022058,Dibutyl sulfide,544-40-1,C8H18S,146.112922,3,321,1.0,Inactive,4.679185344640269e-10,2.214248472060489E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6022399,Coumestrol,479-13-0,C15H8O5,268.037173,38,238,16.0,Inactive,6.595915362004752,0.3121268861232114,35.00000000000001,1.5440680443502757
